Company,Model,RMSE,MAE,MASE,MAPE,Directional Accuracy
Rio Tinto,Selected ARX,1.3593901348559685,1.0311775220318327,1.0007229442067354,1.2703587190328123,52.46995994659546
Rio Tinto,VMD-GRU,3.1472435684151603,2.171810503040941,2.1076687131230436,2.5646882741281303,51.802403204272366
Rio Tinto,VMD-LASSO-ARX/LSTM,2.2555892170366305,1.7324097724373702,1.6812451503306984,2.133817326325942,50.86782376502003
Rio Tinto,VMD-LSTM,3.4026903187376454,2.3358138652311746,2.266828434862738,2.760248722421031,50.467289719626166
Rio Tinto,XGBoost,2.240221324701717,1.4249458967285153,1.3828618473953183,1.659588539564717,49.39919893190921
Zijin Mining,ARIMA,0.07790194975741656,0.049416102113455596,1.0088767269665715,1.88131255550804,48.33110814419226
Zijin Mining,CEEMDAN-LSTM,0.261326386727577,0.16737229109577412,3.4170645195348617,5.9686574579639,49.265687583444596
Zijin Mining,Elastic Net,0.07745578564635615,0.049247644974036386,1.0054375142366558,1.872937333321826,48.865153538050734
Zijin Mining,GRU,0.33468887096792266,0.21328190035219724,4.354352859610608,7.0071102320518515,50.06675567423231
Zijin Mining,Histogram Gradient Boosting,0.25126892380365945,0.138858472793515,2.834927797863532,4.575467077752314,34.979973297730304
Zijin Mining,LASSO,0.07745578564635615,0.049247644974036386,1.0054375142366558,1.872937333321826,48.865153538050734
Zijin Mining,LSTM,0.31875544284031176,0.1970156659120574,4.022262211822127,6.616091560373154,50.200267022696934
Zijin Mining,LightGBM,0.236252517669149,0.13399774786311403,2.7356914751117127,4.509359276289024,36.18157543391188
Zijin Mining,Random Forest,0.17783886208935573,0.10022040114381926,2.046094814380792,3.438332454819078,42.99065420560748
Zijin Mining,Random Walk,0.07723459501199358,0.04897999999999999,0.9999732875201304,1.8628200571024287,46.19492656875834
Zijin Mining,Random Walk + Drift,0.07721158151311497,0.048989207210792356,1.0001612614859314,1.863795008071059,46.32843791722296
Zijin Mining,Selected ARX,0.07758341732189744,0.0493290584892151,1.0070996485858152,1.8735651474687482,48.73164218958612
Zijin Mining,VMD-GRU,0.3159591690570497,0.1987012020163051,4.056674034594655,6.645477089011649,50.734312416555404
Zijin Mining,VMD-LASSO-ARX/LSTM,0.20711126209911498,0.12870625659857826,2.627660647923434,4.881190961333807,45.92790387182911
Zijin Mining,VMD-LSTM,0.2792950617621082,0.17196531235281057,3.51083541716754,5.778756290843769,50.06675567423231
Zijin Mining,XGBoost,0.2079469321354157,0.12004396063613891,2.4508116366732744,4.111480602462699,41.52202937249666
