,^GSPC,000001.SS,CL=F,^VIX,DX-Y.NYB
,Close,Close,Close,Close,Close
Date,,,,,
2011-06-17,1271.5,2642.818115234375,93.01000213623047,21.850000381469727,74.98999786376953
2011-06-20,1278.3599853515625,2621.2529296875,93.26000213623047,19.989999771118164,75.02999877929688
2011-06-21,1295.52001953125,2646.48291015625,93.4000015258789,18.860000610351562,74.54000091552734
2011-06-22,1287.1400146484375,2649.321044921875,95.41000366210938,18.520000457763672,74.77999877929688
2011-06-23,1283.5,2688.2490234375,91.0199966430664,19.290000915527344,75.44999694824219
2011-06-24,1268.449951171875,2746.2109375,91.16000366210938,21.100000381469727,75.66999816894531
2011-06-27,1280.0999755859375,2758.22998046875,90.61000061035156,20.559999465942383,75.38999938964844
2011-06-28,1296.6700439453125,2759.201904296875,92.88999938964844,19.170000076293945,75.05999755859375
2011-06-29,1307.4100341796875,2728.48291015625,94.7699966430664,17.270000457763672,74.69000244140625
2011-06-30,1320.6400146484375,2762.075927734375,95.41999816894531,16.520000457763672,74.30000305175781
2011-07-01,1339.6700439453125,2759.362060546875,94.94000244140625,15.869999885559082,74.3499984741211
2011-07-04,,2812.818115234375,,,
2011-07-05,1337.8800048828125,2816.35400390625,96.88999938964844,16.059999465942383,74.69000244140625
2011-07-06,1339.219970703125,2810.47900390625,96.6500015258789,16.34000015258789,75.12000274658203
2011-07-07,1353.219970703125,2794.26708984375,98.66999816894531,15.949999809265137,74.95999908447266
2011-07-08,1343.800048828125,2797.77294921875,96.19999694824219,15.949999809265137,75.18000030517578
2011-07-11,1319.489990234375,2802.69189453125,95.1500015258789,18.389999389648438,75.98999786376953
2011-07-12,1313.6400146484375,2754.58203125,97.43000030517578,19.8700008392334,75.80999755859375
2011-07-13,1317.719970703125,2795.47607421875,98.05000305175781,19.90999984741211,75.20999908447266
2011-07-14,1308.8699951171875,2810.444091796875,95.69000244140625,20.799999237060547,75.25
2011-07-15,1316.1400146484375,2820.1689453125,97.23999786376953,19.530000686645508,75.12999725341797
2011-07-18,1305.43994140625,2816.68798828125,95.93000030517578,20.950000762939453,75.4800033569336
2011-07-19,1326.72998046875,2796.98291015625,97.5,19.209999084472656,75.22000122070312
2011-07-20,1325.8399658203125,2794.205078125,98.13999938964844,19.09000015258789,74.79000091552734
2011-07-21,1343.800048828125,2765.89404296875,99.12999725341797,17.559999465942383,74.0199966430664
2011-07-22,1345.02001953125,2770.7900390625,99.87000274658203,17.520000457763672,74.19999694824219
2011-07-25,1337.4300537109375,2688.74609375,99.19999694824219,19.350000381469727,74.05999755859375
2011-07-26,1331.93994140625,2703.02587890625,99.58999633789062,20.229999542236328,73.47000122070312
2011-07-27,1304.8900146484375,2723.491943359375,97.4000015258789,22.979999542236328,74.08999633789062
2011-07-28,1300.6700439453125,2708.777099609375,97.44000244140625,23.739999771118164,74.22000122070312
2011-07-29,1292.280029296875,2701.72900390625,95.69999694824219,25.25,73.9000015258789
2011-08-01,1286.93994140625,2703.782958984375,94.88999938964844,23.65999984741211,74.26000213623047
2011-08-02,1254.050048828125,2679.259033203125,93.79000091552734,24.790000915527344,74.51000213623047
2011-08-03,1260.3399658203125,2678.485107421875,91.93000030517578,23.3799991607666,74.04000091552734
2011-08-04,1200.0699462890625,2684.0390625,86.62999725341797,31.65999984741211,75.12000274658203
2011-08-05,1199.3800048828125,2626.423095703125,86.87999725341797,32.0,74.5999984741211
2011-08-08,1119.4599609375,2526.81591796875,81.30999755859375,48.0,74.79000091552734
2011-08-09,1172.530029296875,2526.070068359375,79.30000305175781,35.060001373291016,74.61000061035156
2011-08-10,1120.760009765625,2549.176025390625,82.88999938964844,42.9900016784668,74.63999938964844
2011-08-11,1172.6400146484375,2581.508056640625,85.72000122070312,39.0,74.68000030517578
2011-08-12,1178.81005859375,2593.173095703125,85.37999725341797,36.36000061035156,74.61000061035156
2011-08-15,1204.489990234375,2626.77001953125,87.87999725341797,31.8700008392334,73.83999633789062
2011-08-16,1192.760009765625,2608.166015625,86.6500015258789,32.849998474121094,74.01000213623047
2011-08-17,1193.8900146484375,2601.260986328125,87.58000183105469,31.579999923706055,73.66999816894531
2011-08-18,1140.6500244140625,2559.471923828125,82.37999725341797,42.66999816894531,74.23999786376953
2011-08-19,1123.530029296875,2534.35791015625,82.26000213623047,43.04999923706055,73.98999786376953
2011-08-22,1123.8199462890625,2515.863037109375,84.12000274658203,42.439998626708984,74.06999969482422
2011-08-23,1162.3499755859375,2554.01904296875,85.44000244140625,36.27000045776367,73.87000274658203
2011-08-24,1177.5999755859375,2541.091064453125,85.16000366210938,35.900001525878906,74.01000213623047
2011-08-25,1159.27001953125,2615.260986328125,85.30000305175781,39.7599983215332,74.27999877929688
2011-08-26,1176.800048828125,2612.18798828125,85.37000274658203,35.59000015258789,73.80999755859375
2011-08-29,1210.0799560546875,2576.4130859375,87.2699966430664,32.279998779296875,73.72000122070312
2011-08-30,1212.9200439453125,2566.594970703125,88.9000015258789,32.88999938964844,73.94000244140625
2011-08-31,1218.8900146484375,2567.340087890625,88.80999755859375,31.6200008392334,74.12999725341797
2011-09-01,1204.4200439453125,2556.0419921875,88.93000030517578,31.81999969482422,74.4800033569336
2011-09-02,1173.969970703125,2528.280029296875,86.44999694824219,33.91999816894531,74.75
2011-09-05,,2478.739013671875,,,
2011-09-06,1165.239990234375,2470.52392578125,86.0199966430664,37.0,75.91999816894531
2011-09-07,1198.6199951171875,2516.090087890625,89.33999633789062,33.380001068115234,75.45999908447266
2011-09-08,1185.9000244140625,2498.943115234375,89.05000305175781,34.31999969482422,76.23999786376953
2011-09-09,1154.22998046875,2497.7529296875,87.23999786376953,38.52000045776367,77.19000244140625
2011-09-12,1162.27001953125,,88.19000244140625,38.59000015258789,77.56999969482422
2011-09-13,1172.8699951171875,2471.304931640625,90.20999908447266,36.90999984741211,76.91000366210938
2011-09-14,1188.6800537109375,2484.826904296875,88.91000366210938,34.599998474121094,76.83000183105469
2011-09-15,1209.1099853515625,2479.054931640625,89.4000015258789,31.969999313354492,76.23999786376953
2011-09-16,1216.010009765625,2482.343017578125,87.95999908447266,30.979999542236328,76.58000183105469
2011-09-19,1204.0899658203125,2437.794921875,85.69999694824219,32.72999954223633,77.38999938964844
2011-09-20,1202.0899658203125,2447.7548828125,86.88999938964844,32.86000061035156,77.02999877929688
2011-09-21,1166.760009765625,2512.962890625,85.91999816894531,37.31999969482422,77.33999633789062
2011-09-22,1129.56005859375,2443.055908203125,80.51000213623047,41.349998474121094,78.37999725341797
2011-09-23,1136.4300537109375,2433.158935546875,79.8499984741211,41.25,78.30000305175781
2011-09-26,1162.949951171875,2393.18310546875,80.23999786376953,39.02000045776367,78.36000061035156
2011-09-27,1175.3800048828125,2415.053955078125,84.44999694824219,37.709999084472656,77.51000213623047
2011-09-28,1151.06005859375,2392.06201171875,81.20999908447266,41.08000183105469,77.8499984741211
2011-09-29,1160.4000244140625,2365.343017578125,82.13999938964844,38.84000015258789,77.91999816894531
2011-09-30,1131.4200439453125,2359.218994140625,79.19999694824219,42.959999084472656,78.55000305175781
2011-10-03,1099.22998046875,,77.61000061035156,45.45000076293945,79.44999694824219
2011-10-04,1123.949951171875,,75.66999816894531,40.81999969482422,79.5999984741211
2011-10-05,1144.030029296875,,79.68000030517578,37.810001373291016,78.91000366210938
