Target,Model,Nominal Coverage (%),Coverage (%),Avg Width,Sharpness,Calibration Error,Winkler
lithium_hydroxide,Random Walk,80.0,55.23809523809524,0.10000000000000142,0.10000000000000142,24.761904761904763,2.1190476190476173
lithium_hydroxide,Random Walk,90.0,60.952380952380956,0.17999999999999972,0.17999999999999972,29.047619047619044,3.8752380952380965
lithium_hydroxide,Random Walk,95.0,94.28571428571428,1.7600000000000011,1.7600000000000011,0.7142857142857117,4.697142857142859
lithium_hydroxide,SVR,80.0,83.80952380952381,1.9432997245662273,1.9432997245662273,3.809523809523807,2.5357179747010354
lithium_hydroxide,SVR,90.0,88.57142857142857,2.1756903066291713,2.1756903066291713,1.4285714285714346,3.0341316177877977
lithium_hydroxide,SVR,95.0,93.33333333333333,2.3310006756523265,2.3310006756523265,1.6666666666666607,3.78372419635083
lithium_hydroxide,VMD-ARIMA,80.0,40.95238095238095,0.2611560990702308,0.2611560990702308,39.04761904761905,1.900955330259578
lithium_hydroxide,VMD-ARIMA,90.0,49.523809523809526,0.34177119593373106,0.34177119593373106,40.476190476190474,3.186321500004295
lithium_hydroxide,VMD-ARIMA,95.0,100.0,8.421835866909603,8.421835866909603,5.000000000000004,8.421835866909603
lithium_hydroxide,VMD-LSTM,80.0,55.23809523809524,0.5736283874511727,0.5736283874511727,24.761904761904763,2.948496722266787
lithium_hydroxide,VMD-LSTM,90.0,82.85714285714286,1.8627825927734398,1.8627825927734398,7.14285714285714,3.028798639206656
lithium_hydroxide,VMD-LSTM,95.0,100.0,6.877653884887693,6.877653884887693,5.000000000000004,6.877653884887693
