Company,Model,RMSE,MAE,MASE,MAPE,Directional Accuracy
Glencore,ARIMA,0.10992008482095973,0.07855026674602161,0.9684279461718879,1.13163897489406,55.55555555555556
Glencore,Paper-Style Causal VMD-ARIMA/LSTM,0.2738411765434885,0.2091981738480606,2.5791555679579887,3.0167812869866895,55.55555555555556
Glencore,Random Walk,0.112338773359869,0.07999999999999999,0.986301369850853,1.152491537639283,66.66666666666666
