Target,Model,Scheme,Transaction Cost,Cumulative Return (%),Average Daily Return (%),Maximum Drawdown (%),Sharpe Ratio,Number of Transactions,Hit Rate (%)
lithium_hydroxide,LSTM,Scheme 2',0.001,-3.726209884428755,-0.0308779882777183,-10.103337359359212,-0.4813082395190221,4,1.9047619047619049
lithium_hydroxide,MLP,Scheme 1,0.0,58.465546834235816,0.5369799732025629,-24.172978833031227,1.8262518459990733,11,35.23809523809524
lithium_hydroxide,MLP,Scheme 1',0.0,74.79104190134527,0.5977369926188916,-6.094980204978497,2.392363472369388,16,20.0
lithium_hydroxide,MLP,Scheme 2,0.001,55.2066323941222,0.5169799732025628,-24.17297883303122,1.7593103154297411,11,35.23809523809524
lithium_hydroxide,MLP,Scheme 2',0.001,71.83599778352479,0.5815465164284154,-6.476036529979967,2.325528167468626,16,20.0
lithium_hydroxide,Proposed Adaptive Decomposition-Routing Ensemble,Scheme 1,0.0,253.77167823712716,1.296032739037936,-4.15412015805717,4.557126481651707,32,45.71428571428572
lithium_hydroxide,Proposed Adaptive Decomposition-Routing Ensemble,Scheme 1',0.0,191.84939175374308,1.1085545582334286,-1.8272425249169435,3.93726771777746,35,23.809523809523807
lithium_hydroxide,Proposed Adaptive Decomposition-Routing Ensemble,Scheme 2,0.001,232.50326033419316,1.236032739037936,-4.349239205676214,4.351569387169007,32,45.71428571428572
lithium_hydroxide,Proposed Adaptive Decomposition-Routing Ensemble,Scheme 2',0.001,180.59162705312417,1.070459320138191,-2.0253152823920497,3.806977762098368,35,23.809523809523807
lithium_hydroxide,RF,Scheme 1,0.0,111.84614607838331,0.8081515830419945,-10.548977395048428,2.772025820025138,8,36.19047619047619
lithium_hydroxide,RF,Scheme 1',0.0,36.11020821071856,0.3260717641888841,-10.548977395048396,1.9631503588559,13,20.952380952380956
lithium_hydroxide,RF,Scheme 2,0.001,108.73520765551446,0.7938658687562803,-10.548977395048448,2.7242451268806764,8,36.19047619047619
lithium_hydroxide,RF,Scheme 2',0.001,34.35933554598367,0.3136908118079317,-10.54897739504841,1.8889611879931345,13,20.952380952380956
lithium_hydroxide,SVR,Scheme 1,0.0,168.37853964393025,1.0330431531575546,-10.548977395048448,3.578517233895331,11,39.04761904761905
lithium_hydroxide,SVR,Scheme 1',0.0,92.50056603851095,0.7008756818656845,-0.1779359430604921,2.5988013290284155,10,4.761904761904762
lithium_hydroxide,SVR,Scheme 2,0.001,162.95226650135422,1.0130431531575546,-10.548977395048448,3.515711470656657,11,39.04761904761905
lithium_hydroxide,SVR,Scheme 2',0.001,90.2757064406486,0.689447110437113,-0.2997000999999972,2.560982100039793,10,4.761904761904762
lithium_hydroxide,VMD-ARIMA,Scheme 1,0.0,266.10606971917025,1.3286447315533094,-4.154120158057164,4.6817328343046665,29,45.71428571428572
lithium_hydroxide,VMD-ARIMA,Scheme 1',0.0,193.63933621355983,1.115830197538632,-4.154120158057174,3.935732623704301,26,27.61904761904762
lithium_hydroxide,VMD-ARIMA,Scheme 2,0.001,246.15175382060085,1.2743590172675952,-4.349239205676208,4.496350994666474,29,45.71428571428572
lithium_hydroxide,VMD-ARIMA,Scheme 2',0.001,184.57222360111567,1.085354007062442,-4.444889966470529,3.834249907994713,26,27.61904761904762
lithium_hydroxide,VMD-LSTM,Scheme 1,0.0,134.21141727860305,0.9036889428090292,-16.086316643046256,3.1117442545800817,26,39.04761904761905
lithium_hydroxide,VMD-LSTM,Scheme 1',0.0,0.0,0.0,0.0,0.0,0,0.0
lithium_hydroxide,VMD-LSTM,Scheme 2,0.001,122.76117288670564,0.8551175142376004,-16.086316643046263,2.9516399852451274,26,39.04761904761905
lithium_hydroxide,VMD-LSTM,Scheme 2',0.001,0.0,0.0,0.0,0.0,0,0.0
