Target,Model,Nominal Coverage (%),Coverage (%),Avg Width,Sharpness,Calibration Error,Winkler
lithium_hydroxide,Proposed Adaptive Decomposition-Routing Ensemble,95.0,100.0,1.727535838602846,1.727535838602846,5.000000000000004,1.727535838602846
lithium_hydroxide,RF,80.0,37.142857142857146,1.0854847619047692,1.0854847619047692,42.85714285714286,7.933151700680267
lithium_hydroxide,RF,90.0,41.904761904761905,1.4148000000000027,1.4148000000000027,48.095238095238095,13.127314285714291
lithium_hydroxide,RF,95.0,42.857142857142854,1.4913999999999987,1.4913999999999987,52.14285714285714,24.036466666666712
lithium_hydroxide,Random Walk,80.0,55.23809523809524,0.10000000000000142,0.10000000000000142,24.761904761904763,2.1190476190476173
lithium_hydroxide,Random Walk,90.0,60.952380952380956,0.17999999999999972,0.17999999999999972,29.047619047619044,3.8752380952380965
lithium_hydroxide,Random Walk,95.0,94.28571428571428,1.7600000000000011,1.7600000000000011,0.7142857142857117,4.697142857142859
lithium_hydroxide,SVR,80.0,14.285714285714285,7.96296005714063,7.96296005714063,65.71428571428572,23.494699892634483
lithium_hydroxide,SVR,90.0,42.857142857142854,9.513733190334731,9.513733190334731,47.142857142857146,29.04399943192821
lithium_hydroxide,SVR,95.0,44.761904761904766,9.622291871971667,9.622291871971667,50.23809523809524,47.468217203428175
lithium_hydroxide,VMD-ARIMA,80.0,2.857142857142857,3.0816637160193388,3.0816637160193388,77.14285714285715,44.24609362108817
lithium_hydroxide,VMD-ARIMA,90.0,13.333333333333334,3.3705721178592323,3.3705721178592323,76.66666666666667,83.04355869631908
lithium_hydroxide,VMD-ARIMA,95.0,14.285714285714285,3.5189166627705433,3.5189166627705433,80.71428571428572,160.3034910836949
lithium_hydroxide,VMD-LSTM,80.0,10.476190476190476,2.611928176879882,2.611928176879882,69.52380952380953,42.67726514907111
lithium_hydroxide,VMD-LSTM,90.0,19.047619047619047,3.2271453094482436,3.2271453094482436,70.95238095238095,78.19680582318986
lithium_hydroxide,VMD-LSTM,95.0,55.23809523809524,8.63389091491699,8.63389091491699,39.76190476190475,102.67081592014857
