Target,Model,Model Class,Scored Rows,RMSE,MAE,MASE,MAPE,Directional Accuracy,sMAPE
albemarle_equity,ARIMA,Single,143,5.025634288326202,3.7413986013986023,0.9975376957856131,2.948422905256304,52.816901408450704,2.9478411801382647
albemarle_equity,CEEMDAN-ARIMA,Decomposition,143,5.0604639812809395,2.5559603753044464,0.6814742546670695,2.2456686662417327,71.83098591549296,2.3929279547744478
albemarle_equity,CEEMDAN-LSTM,Decomposition,143,6.1691609862990715,4.950143968275376,1.3198153241610164,3.986759145816025,73.94366197183099,4.039319216462873
albemarle_equity,ELM,Single,143,30.171115864520395,25.65911723708634,6.841274991391666,23.400380965691628,45.774647887323944,20.317950770109714
albemarle_equity,ES,Single,143,75.00026380121562,59.842319083192805,15.955255092681256,40.23803686982379,37.32394366197183,56.12997243260087
albemarle_equity,Fixed VMD-LASSO-ARIMA/LSTM,Decomposition,143,5.307005195440625,3.9863345342667693,1.062842907049945,3.415488198631976,76.76056338028168,3.4272824349286504
albemarle_equity,LSTM,Single,143,22.173005082465426,19.784734829989343,5.275037732322682,16.941718807831048,51.40845070422535,16.199830167947766
albemarle_equity,MLP,Single,143,25.786304007082723,20.39452518743792,5.437621015444172,14.498830229774489,56.33802816901409,15.842783398026153
albemarle_equity,Proposed Adaptive Decomposition-Routing Ensemble,Decomposition,143,2.3283799912533794,1.6921853582148882,0.4511731742361854,1.402903653542495,82.3943661971831,1.4237093148787383
albemarle_equity,RF,Single,143,6.866122072031779,5.277020279720279,1.4069676105823985,4.045877459467843,57.74647887323944,4.132962778382781
albemarle_equity,Random Walk,Robustness,143,5.025634288326202,3.7413986013986023,0.9975376957856131,2.948422905256304,52.816901408450704,2.9478411801382647
albemarle_equity,SVR,Single,143,35.274942093575866,30.514919985146484,8.135936908108759,24.89483948724818,45.07042253521127,24.208993650857416
albemarle_equity,VMD-ARIMA,Decomposition,143,4.107343468682885,2.3495696036002935,0.6264460160933413,1.985932549092551,80.98591549295774,2.074194067805215
albemarle_equity,VMD-LSTM,Decomposition,143,5.435308710407561,3.991465646170236,1.0642109723352338,3.1590946754345097,77.46478873239437,3.167130063125676
ganfeng_equity,ARIMA,Single,143,0.3134446419561894,0.23492181988273764,1.052331180542565,2.6470756098576196,41.54929577464789,2.639620931535762
ganfeng_equity,CEEMDAN-ARIMA,Decomposition,143,0.29576601281602877,0.2260504357154146,1.012591857143378,2.6117792779803737,69.01408450704226,2.584641810473938
ganfeng_equity,CEEMDAN-LSTM,Decomposition,143,0.36203467084869406,0.3098236984839806,1.3878537913100368,3.5271610305789665,65.49295774647888,3.6128599230669125
ganfeng_equity,ELM,Single,143,5.4607657722445415,5.130561933061962,22.98232790194117,56.86619159971885,50.70422535211267,83.0838591920036
ganfeng_equity,ES,Single,143,4.261185204730018,3.948401280860414,17.68684485424818,42.3812159992903,42.95774647887324,55.74947448657234
ganfeng_equity,Fixed VMD-LASSO-ARIMA/LSTM,Decomposition,143,0.28122223407224733,0.22301999030789438,0.999016991280099,2.7216958404761438,73.94366197183099,2.676070307898039
ganfeng_equity,LSTM,Single,143,0.9059176926448053,0.763523954698256,3.420201942166141,8.369717743914348,38.732394366197184,8.863733539386713
ganfeng_equity,MLP,Single,143,1.9430635402068575,1.7461377313942361,7.821815705264064,19.077643040105006,39.436619718309856,21.535421302196532
ganfeng_equity,Proposed Adaptive Decomposition-Routing Ensemble,Decomposition,143,0.1900048895690596,0.15408382558730277,0.6902177676119552,1.8060752826054733,80.28169014084507,1.8060339845400981
ganfeng_equity,RF,Single,143,1.2587818075366817,1.139928181818182,5.106302896449739,12.319790443508403,49.29577464788733,13.280607357177598
ganfeng_equity,Random Walk,Robustness,143,0.31163290893304246,0.221993006993007,0.9944166243806242,2.4945511095173774,49.29577464788733,2.5077281847343076
ganfeng_equity,SVR,Single,143,3.290865307616304,3.0534958679875985,13.678120291870558,32.81825820278372,44.36619718309859,40.21971995172835
ganfeng_equity,VMD-ARIMA,Decomposition,143,0.19105650085772388,0.11944541176427581,0.5350551567965673,1.538223166873069,74.64788732394366,1.5346705558975386
ganfeng_equity,VMD-LSTM,Decomposition,143,0.48504307854452394,0.436166933259764,1.9538077136469731,4.734285223865423,72.53521126760563,4.870183910597457
