Target,Model,Scheme,Transaction Cost,Cumulative Return (%),Average Daily Return (%),Maximum Drawdown (%),Sharpe Ratio,Number of Transactions,Hit Rate (%)
albemarle_equity,ARIMA,Scheme 1,0.0,0.0,0.0,0.0,0.0,0,0.0
albemarle_equity,ARIMA,Scheme 1',0.0,0.0,0.0,0.0,0.0,0,0.0
albemarle_equity,ARIMA,Scheme 2,0.001,0.0,0.0,0.0,0.0,0,0.0
albemarle_equity,ARIMA,Scheme 2',0.001,0.0,0.0,0.0,0.0,0,0.0
albemarle_equity,CEEMDAN-ARIMA,Scheme 1,0.0,1897.019497621794,2.8722199950442957,-1.6055595494847967,17.002803887804536,51,84.11214953271028
albemarle_equity,CEEMDAN-ARIMA,Scheme 1',0.0,92.28613469578563,0.6306251126680507,-0.3787878787878851,5.179646255781244,16,11.214953271028037
albemarle_equity,CEEMDAN-ARIMA,Scheme 2,0.001,1708.8257542840693,2.7778274716798097,-1.80555954948479,16.29160545514,51,84.11214953271028
albemarle_equity,CEEMDAN-ARIMA,Scheme 2',0.001,89.31128122960132,0.6156718416400133,-0.5783090909090968,5.100574502152318,16,11.214953271028037
albemarle_equity,CEEMDAN-LSTM,Scheme 1,0.0,460.5685527276018,1.6854405673495807,-11.844747116736121,7.522293878727765,35,63.55140186915887
albemarle_equity,CEEMDAN-LSTM,Scheme 1',0.0,105.83411304514408,0.6941820120615856,-1.3615912858157708,5.790227528187998,25,16.822429906542055
albemarle_equity,CEEMDAN-LSTM,Scheme 2,0.001,423.81313458729875,1.6209545860411696,-11.84474711673614,7.243595078661389,35,63.55140186915887
albemarle_equity,CEEMDAN-LSTM,Scheme 2',0.001,100.82583827092004,0.6708175260802771,-1.5601296945299519,5.627772567371204,25,16.822429906542055
albemarle_equity,ELM,Scheme 1,0.0,53.00490823592674,0.47397503189548645,-27.134925460631937,1.924094957284101,21,50.467289719626166
albemarle_equity,ELM,Scheme 1',0.0,-10.676038709824631,-0.10022985447163302,-12.750524253759602,-1.5766925176832556,10,1.8691588785046727
albemarle_equity,ELM,Scheme 2,0.001,46.77582608402275,0.43565727488614064,-28.325706949552902,1.7610746205016405,21,50.467289719626166
albemarle_equity,ELM,Scheme 2',0.001,-11.575783280720453,-0.10957564886415638,-13.220269984921403,-1.707686634257302,10,1.8691588785046727
albemarle_equity,ES,Scheme 1,0.0,-50.06758160534148,-0.5719368504100449,-60.34785009584692,-2.3296612744075214,1,39.25233644859813
albemarle_equity,ES,Scheme 1',0.0,-46.187009871144,-0.5045422948084965,-59.44972385559056,-2.083975444930252,3,39.25233644859813
albemarle_equity,ES,Scheme 2,0.001,-50.11429944880742,-0.5728714298492974,-60.347850095846866,-2.3345418388805523,1,39.25233644859813
albemarle_equity,ES,Scheme 2',0.001,-46.34477428984051,-0.5073460331262537,-59.44972385559056,-2.0966748640895294,3,39.25233644859813
albemarle_equity,Fixed VMD-LASSO-ARIMA/LSTM,Scheme 1,0.0,693.4637431151488,2.0101586545472885,-8.346795907377496,9.434591997050028,26,68.22429906542055
albemarle_equity,Fixed VMD-LASSO-ARIMA/LSTM,Scheme 1',0.0,136.8593868049112,0.8300464664623268,-1.0004270115293177,6.283160780053654,29,16.822429906542055
albemarle_equity,Fixed VMD-LASSO-ARIMA/LSTM,Scheme 2,0.001,654.8138629779772,1.9624951031454194,-8.34679590737749,9.22242450268844,26,68.22429906542055
albemarle_equity,Fixed VMD-LASSO-ARIMA/LSTM,Scheme 2',0.001,130.01344341596769,0.8020090832847566,-1.1993265845178058,6.132508134910281,29,16.822429906542055
