Target,Ablation,Protocol,Scored Rows,Model RMSE,Model MAE,Model MASE,Model MAPE,Model Directional Accuracy,Random Walk RMSE,Random Walk MAE,Random Walk MASE,Random Walk MAPE,Random Walk Directional Accuracy,DM Statistic vs Random Walk,DM p-value vs Random Walk
lithium_hydroxide,history_only,Liu-style full-sample VMD static 80:20 protocol (noncausal),142,1.2627846025366813,1.0162600973550608,5.612717341412934,8.218355138044021,35.46099290780142,0.5476640534971762,0.17992957746478866,0.9937356217154363,1.1855548839345524,41.843971631205676,5.651288945481378,8.505084658771978e-08
