Company,Model,Coverage (%),Avg Width,Sharpness,Calibration Error,Winkler
Glencore,ARIMA,86.8,0.3018959442423845,0.3018959442423845,3.200000000000003,0.5253005836306633
Glencore,Paper-Style Causal VMD-ARIMA/LSTM,86.4,0.7366166905639977,0.7366166905639977,3.600000000000003,1.0441300196544638
Glencore,Random Walk,87.2,0.30047999999999964,0.30047999999999964,2.8000000000000025,0.5284800000000003
