Target,Scheme,Strategy return (%),Buy-and-hold return (%),Excess return (pp),Sharpe,Maximum drawdown (%),Annualized factor alpha (%),HAC alpha t-statistic,Underlying beta,MVIS beta,R-squared,N
Carbonate,Scheme 1,236.18692689703255,114.81985044187621,121.36707645515634,7.807791298085566,-12.453697587140764,246.8186292480327,2.4607495068642105,0.25361188496754333,-0.11238054516581739,0.10066757116344116,102
Carbonate,Scheme 1',212.979685191124,114.81985044187621,98.15983474924778,7.958180505942051,-2.194357366771161,247.13568977516553,2.6402241695350694,0.15196028934255995,-0.03806554114790109,0.052987517086725444,102
Carbonate,Scheme 2,221.53373688340122,114.81985044187621,106.713886441525,7.5185127775871905,-13.675153963590828,236.26899555514765,2.3739406241803183,0.25248535423428914,-0.11979426877641522,0.10187773720655202,102
Carbonate,Scheme 2',198.47760218535714,114.81985044187621,83.65775174348093,7.640083640535173,-3.0218718550482104,236.1395797090462,2.536144767146242,0.15105135893774127,-0.04254957045214324,0.05213166397811808,102
Hydroxide,Scheme 1,253.77167823712713,106.77083333333334,147.0008449037938,4.557126481651707,-4.15412015805717,153.50620633191045,2.569505181704052,0.8004736076380767,-0.022823685998354465,0.7080020440704163,105
Hydroxide,Scheme 1',191.84939175374308,106.77083333333334,85.07855842040973,3.93726771777746,-1.8272425249169435,105.80430568229941,1.9291806841406618,0.8035684648579023,-0.009875941321320221,0.7256073448422599,105
Hydroxide,Scheme 2,232.50326033419313,106.77083333333334,125.73242700085979,4.351569387169007,-4.349239205676214,138.26093196719313,2.358094304626458,0.8025080050701041,-0.023927321477911868,0.7119812290919871,105
Hydroxide,Scheme 2',180.59162705312417,106.77083333333334,73.82079371979083,3.806977762098368,-2.0253152823920497,96.11955301451346,1.777225891805256,0.8046764184199079,-0.01342038129531225,0.7285877007617039,105
